Alter;Zivilstand;Säule 3a;lebensversicherung;pensionskasse;totalVermoegen;totalLohn;schaetzungObjekt;Eligible
81;41;130000;34000;2388.169662;65403.03921;67200;701093.2748;0
63;68;100000;0;0;148559.5565;109200;76025.89439;1
64;41;100000;0;36915.70782;131037.3845;109200;1342284.886;0
25;63;0;0;0;108077.0184;109200;925931.7155;0
64;63;100000;0;0;137723.1324;183999.2667;1805711.897;0
62;68;100000;0;0;132550.1712;68040;1209749.817;0
40;41;40000;0;30471.71049;120134.0329;109200;1780535.906;0
29;51;0;0;0;105182.5114;109200;1396230.098;0
28;41;0;48000;7352.753073;97423.86848;182412.7083;254795.3183;1
61;63;100000;0;28073.71402;113299.3529;109200;1471602.401;0
53;68;80000;0;2283.79804;27923.26942;38880;1846611.795;0
81;51;130000;53000;26552.92519;172821.7734;109200;602637.6101;1
26;68;0;0;1324.184495;8421.697538;67200;1231467.04;0
70;41;130000;0;0;132058.3662;68040;202518.6526;1
30;63;20000;0;0;136743.1424;161477.4576;82602.73319;1
49;68;40000;0;37721.63382;149888.8522;159806.5304;1589554.608;0
80;51;130000;59000;22592.18945;165932.8817;109200;1746482.531;0
44;41;40000;0;0;135842.2352;68040;1995836.917;0
84;41;130000;0;0;137389.9055;109200;644699.3766;1
73;51;130000;78000;0;216829.4584;109200;1599167.4;0
44;51;40000;0;0;105985.8874;68040;1485856.026;0
70;63;130000;38000;1135.987304;60083.40301;111492.2438;1747749.729;0
77;51;130000;0;1124.476512;9645.309163;38880;507666.9424;0
55;51;80000;33000;1115.864734;59973.46088;67200;558260.5233;0
36;68;20000;0;2116.792075;88157.34012;68040;785068.407;0
27;51;0;71000;0;206761.6559;109200;446178.6027;1
69;63;100000;0;0;134454.6723;109200;1968529.428;0
26;68;0;31000;975.0706909;54549.55785;67200;1693594.76;0
69;68;100000;0;0;133313.9975;109200;511962.1315;1
38;63;20000;0;1194.791821;22609.64915;38880;291125.4399;0
26;68;0;0;3406.341875;108669.6991;68040;1104304.647;0
89;41;130000;0;12246.80091;93486.58508;183341.2986;1692936.847;0
77;68;130000;0;938.2858934;21989.46277;38880;180961.3113;0
56;41;80000;89000;0;219557.3299;109200;840383.4162;1
26;51;0;0;2711.516345;43543.60495;109200;1392995.303;0
83;41;130000;0;2097.266361;46141.80532;109200;629411.9478;1
80;51;130000;0;1862.019872;44925.5397;109200;236419.0282;0
30;68;20000;0;266.0698328;21971.17505;96283.5657;395154.2075;1
74;63;130000;31000;194.3618599;51930.00672;67200;1434745.248;0
90;63;130000;0;1273.519956;81598.78884;109200;1334798.401;0
80;68;130000;0;142.0090712;80415.13461;68040;942997.5839;0
54;41;80000;0;1325.020094;101758.2233;109200;966324.3766;0
39;41;20000;42000;106.1550847;82245.72881;109200;1394837.731;0
45;68;40000;0;37.34612619;40057.2877;171596.6833;234348.1852;0
36;41;20000;0;0;100238.8948;68040;1597633.65;0
60;68;100000;67000;0;167429.5557;109200;355903.2496;1
89;51;130000;0;0;130155.6063;68040;756366.5437;0
60;63;100000;84000;0;214788.8753;109200;1725571.662;0
52;63;80000;26000;158.9341991;27428.98957;67200;629470.9066;0
62;41;100000;90000;0;220808.178;109200;483288.2232;1
49;68;40000;40000;1110.237235;81943.34619;109200;1836754.857;0
56;51;80000;0;0;132489.4474;109200;285164.5931;1
66;63;100000;85000;0;215897.272;109200;1304367.028;0
29;68;0;0;400.9166332;22473.31238;67200;884379.5012;0
73;63;130000;0;11172.11923;113780.9388;109200;745518.2662;0
27;68;0;39000;499.9307635;60733.14014;67200;214502.4775;1
56;51;80000;0;565.947289;22816.40853;122754.7724;1086704.329;0
64;41;100000;0;905.7430361;24033.85199;38880;852736.0771;0
90;41;130000;0;2745.963457;46036.0682;109200;1076915.95;0
58;41;80000;0;0;132459.2159;68040;1404589.76;0
67;68;100000;0;0;134870.9449;109200;1705123.045;0
48;68;40000;0;0;100916.7309;109200;5459.617456;1
67;51;100000;67000;0;172700.6609;109200;1382614.603;0
73;41;130000;0;0;134054.5074;68040;1664877.668;0
41;41;40000;0;1023.906293;28665.59034;67200;446843.8264;1
44;63;40000;0;4176.115453;50061.75492;109200;1084573.762;0
61;63;100000;26000;865.0999916;34418.71596;67200;323297.4141;0
31;51;20000;82000;0;218140.5965;109200;524434.2715;1
47;41;40000;0;18198.64792;107049.6103;109200;930606.1606;0
47;41;40000;0;27401.31322;135455.4257;109200;1254318.338;0
39;63;20000;0;2372.544827;84595.18135;68040;761152.6274;0
61;63;100000;0;0;135679.2849;109200;686205.286;0
58;51;80000;0;2068.259164;46002.13335;68040;1946880.398;0
83;63;130000;0;1312.784548;9240.372871;38880;1957885.833;0
41;63;40000;0;2642.792651;88042.16962;68040;1636257.373;0
41;63;40000;0;2763.613338;84909.53517;68040;1934062.18;0
67;63;100000;0;2286.844847;44505.38685;68040;1660734.429;0
88;68;130000;0;2325.964488;53555.31;68040;714738.209;0
29;63;0;0;1460.932708;2981.444742;38880;849118.6183;0
46;51;40000;85000;0;219674.6591;109200;152757.0146;1
38;41;20000;0;23904.24925;109180.4654;109200;400512.0416;1
45;63;40000;0;3054.196895;84847.51678;68040;139052.7889;1
57;63;80000;89000;0;221756.2955;185109.2771;647514.1099;1
55;51;80000;0;0;133196.347;68040;1689974.168;0
35;68;20000;0;0;138233.0763;68040;1543795.28;0
60;63;100000;61000;39414.48767;209196.1604;109200;612643.2108;1
30;41;20000;0;0;101720.0995;68040;218064.3053;1
74;63;130000;0;27820.30606;109927.4325;109200;1353012.677;0
65;51;100000;0;0;132132.0998;109200;1347806.772;0
60;41;100000;68000;0;175143.0379;109200;1424015;0
44;63;40000;61000;43217.14187;211520.4872;109200;1616271.831;0
40;68;40000;0;3757.07998;93876.2048;68040;1881378.874;0
27;41;0;0;0;136601.5632;109200;234097.6871;1
63;51;100000;0;7664.141322;61422.5513;170268.6632;463544.5675;0
60;68;100000;25000;1548.97748;31236.42509;67200;1114741.4;0
88;68;130000;47000;7877.559938;102268.8485;109200;790724.6385;0
26;63;0;52000;31879.60829;174328.8686;109200;483533.567;1
56;63;80000;39000;2041.502967;63472.85787;67200;1316676.33;0
70;68;130000;0;0;132885.56;164045.8787;256749.2795;1
36;68;20000;0;2168.548008;12130.80224;38880;1349119.761;0
28;63;0;0;0;143755.8747;68040;1954661.869;0
26;63;0;77000;0;211743.9438;109200;261279.4008;1
48;68;40000;0;9506.379683;115519.3179;68040;1482057.879;0
30;41;20000;0;39090.30966;131294.8496;109200;717002.8996;0
30;63;20000;0;0;133192.2179;179079.3366;779810.3598;0
52;68;80000;0;10044.57317;116587.4743;68040;85200.85727;1
84;41;130000;42000;10044.57317;104131.0985;173758.3862;1103240.905;0
37;41;20000;0;0;144797.1113;68040;1904592.441;0
75;41;130000;0;3469.779131;36395.15324;38880;190647.728;0
32;68;20000;0;0;146019.4728;109200;32862.2612;1
47;68;40000;0;0;135569.2285;68040;1384644.655;0
53;51;80000;0;2674.767074;27305.93736;67200;1145504.153;0
75;68;130000;0;0;119397.0738;158277.6116;1197621.987;0
53;51;80000;0;0;110463.1065;176684.7155;1626015.53;0
70;68;130000;0;66838.82248;175339.1393;109200;1280066.992;0
78;51;130000;55000;46277.13679;196633.0895;162370.0964;69240.6295;1
76;51;130000;66000;0;184573.8128;165315.5582;126020.4146;1
33;68;20000;0;11749.27888;71908.31706;172132.5419;838088.7177;1
32;68;20000;0;4799.642284;48641.37838;68040;1083392.291;0
45;68;40000;0;0;146240.4657;68040;108672.8191;1
30;51;20000;0;4267.263876;36557.7434;38880;286937.2676;0
78;41;130000;0;77893.78742;186933.7191;109200;837963.4326;1
74;41;130000;0;4478.920346;31107.77283;38880;1850890.902;0
71;51;130000;45000;13448.44236;112820.4257;109200;753282.6965;0
88;41;130000;34000;3566.384521;73141.59472;67200;1043502.769;0
49;68;40000;0;0;137989.8783;109200;1617397.022;0
28;41;0;0;4955.893473;43521.52044;38880;689406.1368;0
50;68;80000;0;0;160112.283;109200;528675.5983;1
88;63;130000;0;15916.61203;136410.4933;68040;430613.8478;1
66;63;100000;90000;0;240168.975;109200;416352.7729;1
40;41;40000;0;16051.58673;123151.9657;68040;1438684.98;0
61;51;100000;0;0;146286.7585;165710.121;1567540.65;0
90;68;130000;0;8107.988947;111866.8766;68040;1758589.547;0
25;68;0;0;0;142209.1302;68040;422424.0872;1
60;41;100000;0;67191.64958;170579.8578;181426.3397;1443311.367;0
75;68;130000;0;16821.44557;70038.16439;109200;1789265.449;0
29;41;0;30000;4220.069627;80112.54426;98353.247;1803864.8;0
69;41;100000;0;0;106260.047;68040;794020.4344;0
47;68;40000;0;3421.962447;34577.40215;100130.7823;1047881.042;0
44;63;40000;61000;103189.393;294862.6792;109200;1735551.313;0
88;51;130000;0;4305.441337;44560.3655;67200;854223.6557;0
66;41;100000;0;4354.063776;51690.59988;67200;681649.9602;0
46;51;40000;52000;70160.24028;223034.9444;109200;1593342.06;0
37;68;20000;0;4414.495436;54314.30389;67200;1607073.404;0
46;68;40000;0;8920.437722;109019.6912;68040;1870914.597;0
50;51;80000;47000;17899.87891;113492.1469;171039.6725;1366905.066;0
52;51;80000;0;0;144465.313;109200;540515.2611;1
54;41;80000;71000;0;216344.1921;109200;990647.1904;1
63;41;100000;0;109774.0778;242194.5433;109200;798793.0789;1
65;41;100000;0;9348.937624;105172.9016;68040;138504.0654;1
44;41;40000;0;4745.51598;11945.20236;38880;837430.5016;0
80;68;130000;0;0;143046.519;109200;1989496.596;0
47;63;40000;0;7723.247109;79467.14199;68040;983821.8723;0
66;63;100000;54000;77327.28591;239853.6751;109200;1580244.087;0
77;63;130000;0;4858.172531;36704.36968;67200;1103856.514;0
69;63;100000;0;0;161295.325;109200;1867381.64;0
40;51;40000;0;8058.236745;63376.31525;68040;1531131.372;0
84;68;130000;0;10278.11436;127013.0876;68040;297943.5672;1
69;41;100000;0;8427.60528;69857.2499;68040;816775.2801;0
90;63;130000;0;0;160794.3228;175138.9964;1810886.07;0
27;63;0;57000;84753.87858;227333.9922;157277.3667;1263846.645;0
48;63;40000;64000;127775.9338;323246.3171;109200;278065.148;1
88;41;130000;0;0;150461.8404;68040;1731719.562;0
82;41;130000;0;0;154744.8958;109200;536407.3657;1
44;51;40000;73000;0;246753.7313;109200;1550081.098;0
39;63;20000;0;22511.35811;70327.1505;109200;1314400.613;0
64;68;100000;61000;136365.5429;308421.2893;109200;1929671.571;0
81;51;130000;0;0;141215.0541;68040;1461422.076;0
59;68;80000;0;7615.909681;38217.70413;38880;1138344.518;0
50;63;80000;0;92064.16962;190126.305;109200;1711467.506;0
50;41;80000;0;0;146846.4511;68040;1083949.454;0
77;51;130000;0;0;162510.6005;68040;1177774.873;0
41;63;40000;45000;23262.71442;152320.5396;109200;1772256.94;0
61;63;100000;0;0;126572.1139;68040;1199899.595;0
70;41;130000;61000;141420.0597;333697.0051;165015.1028;458008.9905;1
61;51;100000;0;0;145334.67;68040;1635603.758;0
47;51;40000;47000;23889.66891;133473.6925;109200;1661921.721;0
68;68;100000;0;7995.424767;46413.80854;38880;1854366.331;0
61;51;100000;65000;0;175522.9119;109200;730562.4268;1
41;68;40000;46000;24155.44031;126589.0765;173595.6766;1024519.425;0
83;63;130000;0;6084.178494;61527.80601;67200;924674.6748;0
33;51;20000;0;97903.46667;201062.0319;109200;1786252.945;0
85;63;130000;0;148926.1194;294628.8618;109200;888878.8236;1
65;41;100000;54000;99672.20649;272210.8199;163773.2726;837420.6936;1
70;41;130000;0;0;172690.2608;109200;237137.6426;1
80;63;130000;0;0;158055.8953;68040;678593.2565;1
26;68;0;0;25628.56594;71375.56216;109200;1142363.045;0
78;68;130000;39000;6428.43645;83611.70217;101691.4427;1750794.526;0
83;63;130000;0;8609.788438;76054.75227;38880;794362.2888;0
60;51;100000;0;10356.09785;56800.66404;68040;1478737.883;0
88;68;130000;0;8819.114328;59060.79034;38880;1735114.793;0
40;63;40000;0;0;150082.0541;182115.2823;836037.7741;0
82;68;130000;0;26854.59322;97143.11747;109200;515765.7848;0
41;51;40000;0;108569.111;209559.5649;109200;605861.2817;1
72;41;130000;0;0;119051.9822;68040;391194.1961;1
25;41;0;0;10918.16557;90707.19209;68040;1344718.402;0
70;41;130000;90000;0;232282.9642;109200;24059.82152;1
29;41;0;72000;0;213585.3;109200;1611905.441;0
45;68;40000;0;5549.924254;32906.07024;67200;1915107.504;0
77;63;130000;90000;0;228421.8506;109200;1065861.873;1
46;41;40000;0;28408.12385;86477.96326;160239.9865;395343.2193;1
38;51;20000;0;7139.014713;55204.28797;38880;596757.7937;0
77;41;130000;52000;114273.6892;301631.943;109200;1637115.459;0
39;41;20000;0;28895.66986;156783.0851;68040;1285865.443;0
56;68;80000;0;0;108768.3306;68040;1652041.357;0
82;41;130000;0;29483.57292;145268.7013;68040;1839450.406;0
32;41;20000;57000;119771.2436;292911.2388;169217.4731;726713.8262;1
66;68;100000;0;0;166456.7618;109200;1111267.585;0
78;63;130000;0;30309.70674;124971.8168;109200;56484.43767;1
61;41;100000;82000;0;254151.8972;109200;59845.39419;1
79;68;130000;0;30646.24821;160512.5451;68040;1320203.024;0
78;51;130000;84000;0;272749.8648;168534.8837;862155.6293;1
62;63;100000;0;10334.01986;49746.65096;38880;151113.8482;1
40;63;40000;0;0;187030.2315;109200;322859.4303;1
34;68;20000;36000;7783.341971;97326.07797;67200;1658190.407;0
35;41;20000;0;31145.90186;160073.0004;68040;1396560.516;0
84;51;130000;63000;189166.8262;374193.8064;109200;1460679.798;0
49;63;40000;80000;0;238370.1091;109200;329427.0864;1
45;51;40000;0;6460.061286;33648.2473;67200;150659.1421;1
70;63;130000;0;8103.427263;58249.78496;38880;1856372.67;0
41;51;40000;80000;0;252794.8641;183114.3036;1216688.332;1
85;68;130000;0;13296.34642;114225.5459;68040;1523319.26;0
39;68;20000;0;13341.94621;99763.68467;68040;1876746.635;0
25;63;0;0;13448.42531;65363.84527;68040;260437.0351;1
52;51;80000;32000;8435.40704;90224.37536;67200;896037.8748;0
49;63;40000;0;135144.5462;256478.3396;109200;840965.9071;1
34;41;20000;46000;34053.01641;134623.5802;172546.897;622969.2715;1
25;41;0;73000;0;237559.7973;109200;1432312.029;0
48;63;40000;0;0;158045.764;161555.2018;378672.473;1
75;68;130000;0;0;133256.9081;68040;844436.5828;0
71;63;130000;0;0;183079.9375;68040;1816564.661;0
57;41;80000;0;138505.6976;236356.5737;109200;1076891.977;1
51;51;80000;0;0;138557.3537;109200;1895935.341;0
60;63;100000;0;0;160455.6311;109200;1506467.915;0
86;41;130000;69000;0;226305.2812;109200;1854072.334;0
80;68;130000;0;0;155948.6859;109200;636124.8969;1
89;63;130000;0;9093.014341;64671.88651;100752.1404;1194095.056;0
46;63;40000;0;0;174198.5006;109200;528287.7314;1
44;63;40000;0;147971.15;271043.637;109200;791925.2044;1
49;41;40000;0;0;108655.8934;68040;289912.7737;1
72;51;130000;53000;150360.2789;316510.3021;109200;60478.48833;1
81;51;130000;43000;37857.03484;159121.9292;109200;896214.6394;0
57;68;80000;0;15171.46302;67123.71233;68040;413531.0084;0
41;41;40000;65000;0;190239.4429;180017.3829;339399.3527;1
33;63;20000;0;38091.855;177953.5415;68040;1304828.727;0
35;63;20000;0;0;159879.5206;68040;1729833.439;0
62;41;100000;0;0;146650.2252;109200;1939409.481;0
49;63;40000;0;0;181862.9867;109200;297314.076;1
58;41;80000;0;38955.93181;128408.0357;109200;372540.4399;1
78;63;130000;0;0;143503.1307;159846.4256;241360.0862;1
46;63;40000;0;0;177046.9599;68040;225950.4066;1
60;51;100000;0;159988.7582;300428.2445;109200;441782.6699;1
30;51;20000;0;0;205673.4555;168737.0806;745694.3424;1
68;51;100000;0;0;173449.6031;109200;1438617.279;0
50;51;80000;0;16426.42928;137219.8244;68040;1321684.616;0
69;41;100000;0;0;151670.7748;109200;1927022.959;0
72;41;130000;0;0;200851.6654;109200;1191586.574;0
84;41;130000;0;0;181646.4776;109200;395664.8955;1
50;68;80000;0;10423.53404;113260.9666;67200;1544984.051;0
51;51;80000;0;0;191773.2815;68040;1461723.763;0
89;51;130000;0;0;195722.9263;109200;960553.5298;1
35;68;20000;0;0;188859.7076;109200;683248.2508;1
45;41;40000;0;169865.1886;299234.1481;109200;3527.856449;1
28;41;0;0;42715.78291;94041.49723;179393.4734;1191720.286;0
88;63;130000;0;10743.10774;114195.2621;67200;847124.5031;0
50;51;80000;0;10849.77441;87132.05623;38880;63293.89937;1
80;41;130000;0;0;213406.4822;109200;473474.9506;1
82;63;130000;0;11035.1408;50752.33045;67200;1168802.954;0
46;41;40000;0;11187.29642;109456.5724;67200;1830602.591;0
31;68;20000;0;0;158533.6651;109200;1149768.143;0
80;63;130000;44000;46003.09467;154339.3484;185469.3794;1332449.682;0
81;51;130000;70000;0;211660.6501;109200;1038029.071;1
64;41;100000;0;23352.28544;116730.0635;68040;756783.1677;0
81;63;130000;69000;0;202999.6509;109200;1057721.27;0
34;51;20000;69000;0;247627.2063;109200;1149646.471;1
35;68;20000;0;47396.07107;123562.222;109200;1201521.631;0
31;68;20000;0;0;207717.4674;68040;979401.4582;0
51;41;80000;0;190762.6483;283757.0992;109200;936306.6908;1
38;68;20000;0;24010.57486;153260.7404;68040;1805611.256;0
71;63;130000;0;12058.17313;98178.8797;67200;77628.82046;1
82;63;130000;0;0;167812.613;68040;203996.5472;1
54;68;80000;0;0;202289.398;109200;109214.9908;1
30;68;20000;0;0;159243.1186;109200;1854860.879;0
78;68;130000;74000;0;229274.3166;109200;290068.3874;1
78;68;130000;0;0;200989.5823;161628.9387;1929800.152;0
87;68;130000;0;24865.5283;194707.8971;68040;233241.996;1
45;41;40000;0;10027.86121;105855.2743;67200;1858590.092;0
90;51;130000;0;200700.4696;373546.1915;166029.3977;828924.9128;1
73;41;130000;85000;0;243247.2691;109200;213201.0489;1
51;63;80000;0;20121.75173;119411.3434;68040;1056282.425;0
65;68;100000;0;20386.92628;85015.19888;68040;423168.2721;1
40;68;40000;0;17170.23679;97598.94001;38880;1544633.295;0
52;63;80000;26000;10309.40666;52956.4454;67200;883317.2146;0
57;63;80000;0;12948.57555;57808.59471;67200;1629931.056;0
74;63;130000;69000;0;270147.4685;109200;716704.4294;1
75;63;130000;0;20822.76751;111923.9424;68040;650090.7245;0
55;63;80000;0;17379.07951;55025.39685;38880;9148.911728;1
27;51;0;0;0;221006.8296;109200;147512.8567;1
88;41;130000;0;53054.35025;142288.499;109200;216020.7194;1
52;63;80000;0;13272.7962;107197.8988;67200;1635652.781;0
63;41;100000;0;318768.1159;504567.3746;109200;1790772.888;0
28;51;0;80000;0;293302.6955;161098.8729;184161.3;1
78;51;130000;0;53452.87946;127343.2564;109200;148911.3939;1
83;51;130000;0;13370.63793;46445.60858;67200;666893.8268;0
44;51;40000;0;0;191354.0595;68040;1455544.56;0
55;68;80000;85000;0;242730.8003;109200;1624865.66;0
42;41;40000;45000;54180.27627;236867.057;109200;887044.3112;1
38;51;20000;0;21701.9192;116098.0799;68040;564616.6644;1
31;41;20000;0;0;197237.8951;68040;506495.6454;1
67;41;100000;39000;13597.27264;140031.1611;67200;1789176.025;0
41;41;40000;0;27269.23753;156755.4374;68040;1689546.972;0
31;51;20000;0;327679.0039;481535.6071;109200;532523.8474;1
72;63;130000;0;13743.20391;57907.30678;67200;565543.5367;0
65;51;100000;0;0;159567.6757;109200;1525482.618;0
71;51;130000;34000;13822.11678;108965.2666;67200;641516.6523;0
77;51;130000;79000;0;250431.8439;109200;1901771.284;0
90;51;130000;0;0;212897.9589;109200;1927264.683;0
79;63;130000;0;0;216508.9636;68040;546176.5336;1
56;68;80000;0;18648.56358;89873.52378;38880;1543541.267;0
49;41;40000;0;28196.83687;173616.5224;68040;511831.0045;1
59;68;80000;34000;14237.74165;133295.2431;67200;125269.9505;1
87;68;130000;0;57765.76018;189627.4202;109200;832344.4981;1
52;68;80000;0;19273.27276;79444.23407;38880;1514019.527;0
90;41;130000;0;0;198783.6568;180659.8239;368893.1922;1
54;63;80000;0;19497.97479;120365.2128;38880;1490588.484;0
80;41;130000;30000;14709.17255;99573.66839;67200;1020392.145;0
59;51;80000;0;0;158674.4737;109200;632417.7921;1
67;51;100000;0;58891.4304;147404.4896;179712.7735;804760.1761;0
32;63;20000;42000;59196.50903;222831.0844;109200;1751082.148;0
78;41;130000;0;11845.54321;108876.6757;67200;623522.8555;0
75;41;130000;55000;237852.8734;439383.688;184756.7078;1244016.142;1
56;41;80000;0;23964.82159;154502.9027;68040;1199835.027;0
40;63;40000;0;15007.64313;129171.8718;38880;841416.9898;0
48;68;40000;0;15007.64313;53157.45387;38880;315092.4965;0
27;51;0;0;60244.24692;189547.4162;179729.0708;1707206.529;0
80;41;130000;0;60339.23228;146186.3687;109200;1406206.702;0
81;51;130000;0;15084.80807;58387.97934;67200;918558.3147;0
68;51;100000;0;0;242417.871;68040;1539988.703;0
33;41;20000;84000;0;230647.5997;162490.9801;1653300.017;0
42;41;40000;35000;15221.99966;112226.9034;67200;595373.9312;0
67;51;100000;0;0;232949.9731;157247.9721;924739.8897;1
46;51;40000;43000;61335.8111;202423.338;162756.6844;365435.2289;1
84;51;130000;45000;61568.5849;207378.9587;109200;460343.4206;1
70;68;130000;36000;15408.2187;166841.7602;121855.3278;1947698.368;0
55;63;80000;0;61632.8748;198519.0997;109200;209512.9112;1
43;68;40000;0;0;149229.1173;183236.6938;88576.8838;1
35;63;20000;0;0;206701.1431;167430.1808;1796528.759;0
88;51;130000;43000;62068.23855;178044.5782;109200;1468989.582;0
30;68;20000;0;0;164618.8003;68040;1154362.377;0
38;63;20000;0;25093.32262;89642.46293;68040;1968392.942;0
45;68;40000;0;31407.32474;206545.6133;68040;567941.5461;1
90;63;130000;0;20957.25904;134320.9908;38880;1206213.541;0
64;41;100000;0;0;212036.1673;109200;1945109.37;0
60;51;100000;50000;255158.2838;471553.2198;109200;1941649.515;0
59;68;80000;0;12832.19717;133280.3953;67200;394326.63;1
74;41;130000;0;257339.7069;385982.6183;109200;77625.8277;1
56;68;80000;0;32179.91207;206361.655;68040;144510.0211;1
42;68;40000;0;258236.0139;449383.9984;109200;874374.3514;1
66;41;100000;55000;259468.2655;523428.7535;161028.2386;1806663.296;0
66;63;100000;0;21722.59883;106777.1357;38880;477534.4983;0
56;63;80000;0;0;156717.0171;109200;1302977.134;0
56;51;80000;0;262719.5954;452167.2429;109200;1255857.797;0
56;51;80000;0;0;177847.0509;109200;668528.4454;1
51;68;80000;35000;16504.30193;156232.79;100233.7683;988939.6943;0
58;51;80000;0;0;213858.0682;68040;1403754.698;0
88;68;130000;0;0;230552.0702;68040;623879.3952;1
49;63;40000;0;0;197067.1393;68040;1148451.985;0
44;63;40000;0;0;159550.3539;109200;406512.8512;1
72;41;130000;0;0;151551.317;109200;959519.3644;0
90;41;130000;74000;0;243950.1258;175657.7327;556255.145;1
85;68;130000;0;67914.69787;165836.3807;170437.1009;1656614.592;0
46;51;40000;0;0;172787.9418;68040;1077682.482;0
61;68;100000;79000;0;306288.3291;157040.5135;593334.8192;1
31;68;20000;72000;0;267089.5615;109200;1806122.673;0
90;51;130000;0;0;194240.9536;68040;1706186.015;0
39;51;20000;0;34326.46167;151355.3962;68040;183718.9346;1
62;41;100000;0;0;195117.1494;159781.8729;684415.4673;1
79;63;130000;30000;17252.84449;96658.89685;67200;1634313.031;0
69;68;100000;0;0;208650.5393;109200;778814.8417;1
34;68;20000;0;69785.92637;274527.1825;68040;697212.0212;1
42;68;40000;0;69803.66152;193889.8759;68040;16308.03045;1
79;51;130000;0;0;261370.3927;68040;499670.8045;1
71;51;130000;42000;70051.78304;168763.974;171901.3388;197580.5118;1
59;63;80000;63000;421643.9038;649791.6247;109200;1920021.819;0
53;51;80000;0;28237.96876;122116.6533;68040;1466601.498;0
27;63;0;0;0;195144.8077;182103.4966;1304198.528;0
75;68;130000;0;0;232237.8479;68040;560687.4793;1
26;51;0;0;0;171522.0689;161068.8546;1384128.486;0
69;68;100000;0;289391.2097;513405.9057;109200;1445464.811;0
56;68;80000;0;18212.97246;130547.843;67200;1414932.519;0
27;41;0;0;29210.74156;163306.2132;68040;1270735.876;0
47;63;40000;0;0;241355.507;170024.5407;748123.8114;1
75;68;130000;0;18386.14594;109052.6362;38880;700999.1829;0
30;51;20000;0;0;261611.8907;183500.2199;1359315.406;0
52;63;80000;0;446869.4215;590588.1031;109200;1744404.928;0
87;51;130000;0;0;154679.5097;109200;995017.044;0
70;63;130000;0;0;169411.5005;109200;721073.4069;1
85;68;130000;0;0;275151.1027;68040;672103.9005;1
39;41;20000;0;25531.10789;181278.6868;38880;1989512.329;0
57;41;80000;0;0;205401.0554;184992.9807;874538.0845;1
62;41;100000;0;309092.2291;428988.2088;161976.8035;345706.1272;1
89;63;130000;0;19386.68959;177241.7289;67200;1533880.06;0
35;51;20000;0;15523.0623;152794.7585;103880.2623;852799.7158;0
42;41;40000;0;78067.55775;177725.3434;109200;657386.5679;1
70;63;130000;0;0;226637.028;68040;1101465.116;0
48;41;40000;79000;0;316570.7625;109200;1231526.202;0
41;51;40000;42000;80270.9792;271377.7887;165129.3222;1711600.52;0
27;63;0;77000;0;353830.3485;109200;1658670.825;0
81;68;130000;0;0;210650.0823;109200;1200905.036;0
89;63;130000;0;20210.73442;201113.0119;67200;562001.2808;1
65;63;100000;67000;0;214723.4781;109200;939463.5633;1
80;68;130000;44000;81440.4757;275436.5782;109200;1241566.078;0
35;68;20000;68000;0;265133.8922;109200;584194.5496;1
68;41;100000;0;20694.40086;87233.64838;38880;676451.4554;0
45;68;40000;32000;20866.72168;186142.9457;67200;1216174.043;0
53;51;80000;0;27921.94209;144192.9045;38880;920866.0352;0
30;41;20000;0;343591.1822;578658.491;109200;737268.4521;1
58;51;80000;35000;21725.12836;102447.8838;116081.1295;1837636.207;0
27;51;0;43000;87634.30515;244216.593;109200;38333.98881;1
70;68;130000;0;22011.1076;101702.6877;67200;1373384.731;0
49;51;40000;0;0;140309.3539;68040;213025.0921;1
36;41;20000;0;17654.69051;56044.72103;67200;569731.2087;0
32;51;20000;0;22244.22246;169611.3612;67200;1608750.611;0
77;68;130000;0;89935.09937;222179.7706;68040;1528252.796;0
33;51;20000;59000;361821.5487;588779.2251;109200;161620.5622;1
90;63;130000;0;361916.3635;526417.6967;109200;518634.4831;1
74;63;130000;0;543231.6357;820151.6937;166450.1508;703326.1448;1
43;51;40000;42000;90860.39654;198989.2347;175941.4655;602263.4725;1
68;63;100000;0;22874.2465;99080.90281;108167.6707;1382384.725;0
50;41;80000;0;23035.09916;60381.54821;38880;906353.0395;0
62;41;100000;0;30717.50143;143953.0472;38880;141991.7745;1
68;63;100000;0;0;161909.7271;109200;434342.9227;1
77;68;130000;0;0;165164.3387;68040;1055985.902;0
74;51;130000;0;0;152238.614;68040;1407410.068;0
30;41;20000;60000;564749.1435;897032.645;160635.792;1230177.116;1
63;41;100000;0;23788.80026;191100.2808;98266.2119;1617539.318;0
42;41;40000;0;0;166711.9756;68040;300277.8619;1
71;41;130000;0;0;310358.7277;68040;915246.6908;0
27;68;0;45000;96807.80977;271957.3211;109200;1020612.175;1
88;41;130000;0;96847.37279;293039.5305;109200;1471942.247;0
53;68;80000;0;0;233049.9568;109200;313213.5099;1
87;51;130000;0;96913.368;308367.117;109200;592196.2108;1
82;41;130000;46000;97218.2761;347097.9179;169534.8674;1718443.261;1
55;68;80000;46000;97231.57746;256221.0592;109200;405402.2913;1
74;41;130000;0;0;166893.5148;68040;852652.2548;0
69;63;100000;0;49727.21968;243935.8425;68040;1829418.099;0
86;68;130000;37000;24992.06175;235603.8027;114477.1098;498408.8537;1
71;51;130000;0;0;126434.1611;68040;1362508.588;0
42;41;40000;0;33826.95013;252557.5149;38880;1093755.725;0
